1, none, minecraft:the_void, MONSTER, mowziesmobs:grottol, 10, 1, 1
632, jungle, minecraft:jungle, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
633, jungle, minecraft:jungle, MONSTER, midnight_madness:necromancer, 10, 1, 2
634, jungle, minecraft:jungle, MONSTER, midnight_madness:fallen_king, 10, 1, 1
635, jungle, minecraft:jungle, MONSTER, turrets:missile, 20, 4, 4
636, jungle, minecraft:jungle, MONSTER, quark:stoneling, 80, 1, 1
637, jungle, minecraft:jungle, MONSTER, quark:toretoise, 80, 2, 4
638, jungle, minecraft:jungle, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
639, jungle, minecraft:jungle, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
640, jungle, minecraft:jungle, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
641, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
642, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
643, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
644, jungle, minecraft:jungle, CREATURE, minecraft:cow, 10, 4, 4
645, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
646, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
647, jungle, minecraft:jungle, CREATURE, minecraft:panda, 10, 1, 2
648, jungle, minecraft:jungle, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
649, jungle, minecraft:jungle, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
650, jungle, minecraft:jungle, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
651, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
652, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
653, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
654, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
655, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
656, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
657, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
658, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
659, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
660, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
661, jungle, minecraft:sparse_jungle, MONSTER, mowziesmobs:foliaath, 70, 1, 4
662, jungle, minecraft:sparse_jungle, MONSTER, mowziesmobs:grottol, 10, 1, 1
663, jungle, minecraft:sparse_jungle, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
664, jungle, minecraft:sparse_jungle, MONSTER, midnight_madness:necromancer, 10, 1, 2
665, jungle, minecraft:sparse_jungle, MONSTER, midnight_madness:fallen_king, 10, 1, 1
666, jungle, minecraft:sparse_jungle, MONSTER, turrets:missile, 20, 4, 4
667, jungle, minecraft:sparse_jungle, MONSTER, quark:stoneling, 80, 1, 1
668, jungle, minecraft:sparse_jungle, MONSTER, quark:toretoise, 80, 2, 4
669, jungle, minecraft:sparse_jungle, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
670, jungle, minecraft:sparse_jungle, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
671, jungle, minecraft:sparse_jungle, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
672, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
673, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
674, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
675, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 10, 4, 4
676, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
677, jungle, minecraft:sparse_jungle, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
678, jungle, minecraft:sparse_jungle, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
679, jungle, minecraft:sparse_jungle, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
680, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
681, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
682, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
683, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
684, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
685, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
686, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 80, 4, 4
687, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
688, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
689, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
690, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 10, 1, 1
691, jungle, minecraft:bamboo_jungle, MONSTER, mowziesmobs:foliaath, 70, 1, 4
692, jungle, minecraft:bamboo_jungle, MONSTER, mowziesmobs:grottol, 10, 1, 1
693, jungle, minecraft:bamboo_jungle, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
694, jungle, minecraft:bamboo_jungle, MONSTER, midnight_madness:necromancer, 10, 1, 2
695, jungle, minecraft:bamboo_jungle, MONSTER, midnight_madness:fallen_king, 10, 1, 1
696, jungle, minecraft:bamboo_jungle, MONSTER, turrets:missile, 20, 4, 4
697, jungle, minecraft:bamboo_jungle, MONSTER, quark:stoneling, 80, 1, 1
698, jungle, minecraft:bamboo_jungle, MONSTER, quark:toretoise, 80, 2, 4
699, jungle, minecraft:bamboo_jungle, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
700, jungle, minecraft:bamboo_jungle, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
701, jungle, minecraft:bamboo_jungle, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
702, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
703, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
704, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
705, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
706, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
707, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
708, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
709, jungle, minecraft:bamboo_jungle, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
710, jungle, minecraft:bamboo_jungle, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
711, jungle, minecraft:bamboo_jungle, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
712, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
713, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
714, mesa, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
715, mesa, minecraft:badlands, MONSTER, minecraft:zombie, 80, 4, 4
716, mesa, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
717, mesa, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
718, mesa, minecraft:badlands, MONSTER, minecraft:creeper, 80, 4, 4
719, mesa, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
720, mesa, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
721, mesa, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
722, mesa, minecraft:badlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
723, mesa, minecraft:badlands, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
724, mesa, minecraft:badlands, MONSTER, midnight_madness:necromancer, 10, 1, 2
725, mesa, minecraft:badlands, MONSTER, midnight_madness:fallen_king, 10, 1, 1
726, mesa, minecraft:badlands, MONSTER, turrets:missile, 20, 4, 4
727, mesa, minecraft:badlands, MONSTER, powder_and_more_remastered:demolist, 10, 1, 2
728, mesa, minecraft:badlands, MONSTER, quark:stoneling, 80, 1, 1
729, mesa, minecraft:badlands, MONSTER, quark:toretoise, 80, 2, 4
730, mesa, minecraft:badlands, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
731, mesa, minecraft:badlands, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
732, mesa, minecraft:badlands, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
733, mesa, minecraft:badlands, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
734, mesa, minecraft:badlands, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
735, mesa, minecraft:badlands, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
736, mesa, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
737, mesa, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
738, mesa, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
739, mesa, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
740, mesa, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
741, mesa, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
742, mesa, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
743, mesa, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
744, mesa, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
745, mesa, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
746, mesa, minecraft:eroded_badlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
747, mesa, minecraft:eroded_badlands, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
748, mesa, minecraft:eroded_badlands, MONSTER, midnight_madness:necromancer, 10, 1, 2
749, mesa, minecraft:eroded_badlands, MONSTER, midnight_madness:fallen_king, 10, 1, 1
750, mesa, minecraft:eroded_badlands, MONSTER, turrets:missile, 20, 4, 4
751, mesa, minecraft:eroded_badlands, MONSTER, quark:stoneling, 80, 1, 1
752, mesa, minecraft:eroded_badlands, MONSTER, quark:toretoise, 80, 2, 4
753, mesa, minecraft:eroded_badlands, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
754, mesa, minecraft:eroded_badlands, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
755, mesa, minecraft:eroded_badlands, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
756, mesa, minecraft:eroded_badlands, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
757, mesa, minecraft:eroded_badlands, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
758, mesa, minecraft:eroded_badlands, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
759, mesa, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
760, mesa, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
761, mesa, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
762, mesa, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
763, mesa, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
764, mesa, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
765, mesa, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
766, mesa, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
767, mesa, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
768, mesa, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
769, mesa, minecraft:wooded_badlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
770, mesa, minecraft:wooded_badlands, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
771, mesa, minecraft:wooded_badlands, MONSTER, midnight_madness:necromancer, 10, 1, 2
772, mesa, minecraft:wooded_badlands, MONSTER, midnight_madness:fallen_king, 10, 1, 1
773, mesa, minecraft:wooded_badlands, MONSTER, turrets:missile, 20, 4, 4
774, mesa, minecraft:wooded_badlands, MONSTER, quark:stoneling, 80, 1, 1
775, mesa, minecraft:wooded_badlands, MONSTER, quark:toretoise, 80, 2, 4
776, mesa, minecraft:wooded_badlands, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
777, mesa, minecraft:wooded_badlands, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
778, mesa, minecraft:wooded_badlands, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
779, mesa, minecraft:wooded_badlands, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
780, mesa, minecraft:wooded_badlands, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
781, mesa, minecraft:wooded_badlands, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
782, mesa, minecraft:wooded_badlands, CREATURE, quark:shiba, 40, 1, 3
783, mesa, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
784, mesa, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
785, mountain, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
786, mountain, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
787, mountain, minecraft:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
788, mountain, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
789, mountain, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
790, mountain, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
791, mountain, minecraft:meadow, MONSTER, minecraft:enderman, 5, 1, 4
792, mountain, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
793, mountain, minecraft:meadow, MONSTER, mowziesmobs:grottol, 10, 1, 1
794, mountain, minecraft:meadow, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
795, mountain, minecraft:meadow, MONSTER, midnight_madness:necromancer, 10, 1, 2
796, mountain, minecraft:meadow, MONSTER, midnight_madness:fallen_king, 10, 1, 1
797, mountain, minecraft:meadow, MONSTER, turrets:missile, 20, 4, 4
798, mountain, minecraft:meadow, MONSTER, quark:stoneling, 80, 1, 1
799, mountain, minecraft:meadow, MONSTER, quark:toretoise, 80, 2, 4
800, mountain, minecraft:meadow, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
801, mountain, minecraft:meadow, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
802, mountain, minecraft:meadow, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
803, mountain, minecraft:meadow, CREATURE, minecraft:donkey, 10, 1, 2
804, mountain, minecraft:meadow, CREATURE, minecraft:rabbit, 10, 2, 6
805, mountain, minecraft:meadow, CREATURE, minecraft:sheep, 10, 2, 4
806, mountain, minecraft:meadow, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
807, mountain, minecraft:meadow, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
808, mountain, minecraft:meadow, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
809, mountain, minecraft:meadow, CREATURE, quark:shiba, 40, 1, 3
810, mountain, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
811, mountain, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
812, forest, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
813, forest, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
814, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
815, forest, minecraft:grove, MONSTER, minecraft:skeleton, 80, 4, 4
816, forest, minecraft:grove, MONSTER, minecraft:creeper, 80, 4, 4
817, forest, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
818, forest, minecraft:grove, MONSTER, minecraft:enderman, 5, 1, 4
819, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
820, forest, minecraft:grove, MONSTER, mowziesmobs:grottol, 10, 1, 1
821, forest, minecraft:grove, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
822, forest, minecraft:grove, MONSTER, midnight_madness:necromancer, 10, 1, 2
823, forest, minecraft:grove, MONSTER, midnight_madness:fallen_king, 10, 1, 1
824, forest, minecraft:grove, MONSTER, turrets:missile, 20, 4, 4
825, forest, minecraft:grove, MONSTER, quark:stoneling, 80, 1, 1
826, forest, minecraft:grove, MONSTER, quark:toretoise, 80, 2, 4
827, forest, minecraft:grove, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
828, forest, minecraft:grove, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
829, forest, minecraft:grove, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
830, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
831, forest, minecraft:grove, CREATURE, minecraft:pig, 10, 4, 4
832, forest, minecraft:grove, CREATURE, minecraft:chicken, 10, 4, 4
833, forest, minecraft:grove, CREATURE, minecraft:cow, 10, 4, 4
834, forest, minecraft:grove, CREATURE, minecraft:wolf, 10, 4, 4
835, forest, minecraft:grove, CREATURE, minecraft:rabbit, 10, 2, 3
836, forest, minecraft:grove, CREATURE, minecraft:fox, 10, 2, 4
837, forest, minecraft:grove, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
838, forest, minecraft:grove, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
839, forest, minecraft:grove, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
840, forest, minecraft:grove, CREATURE, quark:shiba, 40, 1, 3
841, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
842, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
843, mountain, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
844, mountain, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
845, mountain, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 10, 1, 1
846, mountain, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
847, mountain, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 80, 4, 4
848, mountain, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
849, mountain, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 5, 1, 4
850, mountain, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
851, mountain, minecraft:snowy_slopes, MONSTER, mowziesmobs:grottol, 10, 1, 1
852, mountain, minecraft:snowy_slopes, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
853, mountain, minecraft:snowy_slopes, MONSTER, midnight_madness:necromancer, 10, 1, 2
854, mountain, minecraft:snowy_slopes, MONSTER, midnight_madness:fallen_king, 10, 1, 1
855, mountain, minecraft:snowy_slopes, MONSTER, turrets:missile, 20, 4, 4
856, mountain, minecraft:snowy_slopes, MONSTER, quark:stoneling, 80, 1, 1
857, mountain, minecraft:snowy_slopes, MONSTER, quark:toretoise, 80, 2, 4
858, mountain, minecraft:snowy_slopes, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
859, mountain, minecraft:snowy_slopes, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
860, mountain, minecraft:snowy_slopes, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
861, mountain, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 10, 2, 3
862, mountain, minecraft:snowy_slopes, CREATURE, minecraft:goat, 10, 1, 3
863, mountain, minecraft:snowy_slopes, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
864, mountain, minecraft:snowy_slopes, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
865, mountain, minecraft:snowy_slopes, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
866, mountain, minecraft:snowy_slopes, CREATURE, quark:shiba, 40, 1, 3
867, mountain, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
868, mountain, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
869, mountain, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
870, mountain, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
871, mountain, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
872, mountain, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
873, mountain, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 80, 4, 4
874, mountain, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
875, mountain, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 5, 1, 4
876, mountain, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
877, mountain, minecraft:frozen_peaks, MONSTER, mowziesmobs:grottol, 10, 1, 1
878, mountain, minecraft:frozen_peaks, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
879, mountain, minecraft:frozen_peaks, MONSTER, midnight_madness:necromancer, 10, 1, 2
880, mountain, minecraft:frozen_peaks, MONSTER, midnight_madness:fallen_king, 10, 1, 1
881, mountain, minecraft:frozen_peaks, MONSTER, turrets:missile, 20, 4, 4
882, mountain, minecraft:frozen_peaks, MONSTER, quark:stoneling, 80, 1, 1
883, mountain, minecraft:frozen_peaks, MONSTER, quark:toretoise, 80, 2, 4
884, mountain, minecraft:frozen_peaks, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
885, mountain, minecraft:frozen_peaks, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
886, mountain, minecraft:frozen_peaks, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
887, mountain, minecraft:frozen_peaks, CREATURE, minecraft:goat, 10, 1, 3
888, mountain, minecraft:frozen_peaks, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
889, mountain, minecraft:frozen_peaks, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
890, mountain, minecraft:frozen_peaks, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
891, mountain, minecraft:frozen_peaks, CREATURE, quark:shiba, 40, 1, 3
892, mountain, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
893, mountain, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
894, mountain, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
895, mountain, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
896, mountain, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
897, mountain, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
898, mountain, minecraft:jagged_peaks, MONSTER, minecraft:creeper, 80, 4, 4
899, mountain, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
900, mountain, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 5, 1, 4
901, mountain, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
902, mountain, minecraft:jagged_peaks, MONSTER, mowziesmobs:grottol, 10, 1, 1
903, mountain, minecraft:jagged_peaks, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
904, mountain, minecraft:jagged_peaks, MONSTER, midnight_madness:necromancer, 10, 1, 2
905, mountain, minecraft:jagged_peaks, MONSTER, midnight_madness:fallen_king, 10, 1, 1
906, mountain, minecraft:jagged_peaks, MONSTER, turrets:missile, 20, 4, 4
907, mountain, minecraft:jagged_peaks, MONSTER, quark:stoneling, 80, 1, 1
908, mountain, minecraft:jagged_peaks, MONSTER, quark:toretoise, 80, 2, 4
909, mountain, minecraft:jagged_peaks, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
910, mountain, minecraft:jagged_peaks, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
911, mountain, minecraft:jagged_peaks, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
912, mountain, minecraft:jagged_peaks, CREATURE, minecraft:goat, 10, 1, 3
913, mountain, minecraft:jagged_peaks, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
914, mountain, minecraft:jagged_peaks, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
915, mountain, minecraft:jagged_peaks, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
916, mountain, minecraft:jagged_peaks, CREATURE, quark:shiba, 40, 1, 3
917, mountain, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
918, mountain, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
919, mountain, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
920, mountain, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
921, mountain, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
922, mountain, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
923, mountain, minecraft:stony_peaks, MONSTER, minecraft:creeper, 80, 4, 4
924, mountain, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
925, mountain, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
926, mountain, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
927, mountain, minecraft:stony_peaks, MONSTER, mowziesmobs:grottol, 10, 1, 1
928, mountain, minecraft:stony_peaks, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
929, mountain, minecraft:stony_peaks, MONSTER, midnight_madness:necromancer, 10, 1, 2
930, mountain, minecraft:stony_peaks, MONSTER, midnight_madness:fallen_king, 10, 1, 1
931, mountain, minecraft:stony_peaks, MONSTER, turrets:missile, 20, 4, 4
932, mountain, minecraft:stony_peaks, MONSTER, quark:stoneling, 80, 1, 1
933, mountain, minecraft:stony_peaks, MONSTER, quark:toretoise, 80, 2, 4
934, mountain, minecraft:stony_peaks, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
935, mountain, minecraft:stony_peaks, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
936, mountain, minecraft:stony_peaks, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
937, mountain, minecraft:stony_peaks, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
938, mountain, minecraft:stony_peaks, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
939, mountain, minecraft:stony_peaks, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
940, mountain, minecraft:stony_peaks, CREATURE, quark:shiba, 40, 1, 3
941, mountain, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
942, mountain, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
943, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
944, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
945, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
946, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
947, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
948, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
949, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
950, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
